lyrics,enum
"পথে যেতে ডেকেছিলে মোরে।

          পিছিয়ে পড়েছি আমি, যাব যে কী করে?।

          এসেছে নিবিড় নিশি,   পথরেখা গেছে মিশি–

          সাড়া দাও, সাড়া দাও আঁধারের ঘোরে॥

   ভয় হয়, পাছে ঘুরে ঘুরে   যত আমি যাই তত যাই চলে দূরে–

          মনে করি আছ কাছে   তবু ভয় হয়, পাছে

          আমি আছি তুমি নাই কালি নিশিভোরে॥",2
"দুয়ারে দাও মোরে রাখিয়া   নিত্য কল্যাণ-কাজে হে।
       ফিরিব আহ্বান মানিয়া   তোমারি রাজ্যের মাঝে হে॥
       মজিয়া অনুখন লালসে  রব না পড়িয়া আলসে,
       হয়েছে জর্জর জীবন   ব্যর্থ দিবসের লাজে হে॥
       আমারে রহে যেন না ঘিরি   সতত বহুতর সংশয়ে,
       বিবিধ পথে যেন না ফিরি    বহুল-সংগ্রহ-আশয়ে।
       অনেক নৃপতির শাসনে   না রহি শঙ্কিত আসনে,
       ফিরিব নির্ভয়গৌরবে   তোমারি ভৃত্যের সাজে হে॥",2
"ধনে জনে আছি জড়ায়ে হায়,
             তবু জানো মন তোমারে চায়॥
                অন্তরে আছ অন্তর্যামী,
                আমা চেয়ে আমায় জানিছ স্বামী–
                সব সুখে দুখে ভুলে থাকায়
                   জানো মম মন তোমারে চায়॥
          ছাড়িতে পারি নি অহঙ্কারে,
          ঘুরে মরি শিরে বহিয়া তারে,
          ছাড়িতে পারিলে বাঁচি যে হায়–
             তুমি জানো মন তোমারে চায়।
                 যা আছে আমার সকলই কবে
                 নিজ হাতে তুমি তুলিয়া লবে–
                 সব ছেড়ে সব পাব তোমায়।
                    মনে মনে মন তোমারে চায়॥",2
"তোমারি সেবক করো হে আজি হতে আমারে।
        চিত্ত-মাঝে দিবারাত   আদেশ তব দেহো নাথ,
             তোমার কর্মে রাখো বিশ্বদুয়ারে॥
          করো ছিন্ন মোহপাশ   সকল লুব্ধ আশ,
             লোকভয় দূর করি দাও দাও।
          রত রাখো কল্যাণে   নীরবে নিরভিমানে,
             মগ্ন করো আনন্দরসধারে॥",2
"তুমি   এবার আমায় লহো হে নাথ, লহো।
              এবার তুমি ফিরো না হে–
                  হৃদয় কেড়ে নিয়ে রহো॥
          যে দিন গেছে তোমা বিনা   তারে আর ফিরে চাহি না,
                  যাক সে ধুলাতে।
     এখন   তোমার আলোয় জীবন মেলে যেন জাগি অহরহ॥
          কী আবেশে কিসের কথায়   ফিরেছি হে যথায় তথায়
                  পথে প্রান্তরে,
     এবার   বুকের কাছে ও মুখ রেখে   তোমার  আপন বাণী কহো॥
          কত কলুষ কত ফাঁকি   এখনো যে আছে বাকি
                  মনের গোপনে,
          আমায়  তার লাগি আর ফিরায়ো না–
              তারে   আগুন দিয়ে দহো॥",2
"হৃদয়ে তোমার দয়া যেন পাই।
              সংসারে যা দিবে মানিব তাই,
                    হৃদয়ে তোমায় যেন পাই॥
              তব দয়া জাগিবে স্মরণে
              নিশিদিন জীবনে মরণে,
    দুঃখে সুখে সম্পদে বিপদে   তোমারি দয়া-পানে চাই–
                    তোমারি দয়া যেন পাই॥
    তব দয়া শান্তির নীরে  অন্তরে নামিবে ধীরে।
              তব দয়া মঙ্গল-আলো
              জীবন-আঁধারে জ্বালো–
    প্রেমভক্তি মম  সকল শক্তি মম   তোমারি দয়ারূপে পাই,
                    আমার ব'লে কিছু নাই।


",2
"ভুবনেশ্বর হে,
           মোচন কর’ বন্ধন সব মোচন কর’ হে॥
               প্রভু, মোচন কর’ ভয়,
               সব   দৈন্য করহ লয়,
           নিত্য চকিত চঞ্চল চিত কর’ নি:সংশয়।
               তিমিররাত্রি,   অন্ধ যাত্রী,
           সমুখে তব দীপ্ত দীপ তুলিয়া ধর’ হে॥
                   ভুবনেশ্বর হে,
           মোচন কর’ জড়বিষাদ মোচন কর’ হে।
               প্রভু,   তব প্রসন্ন মুখ
               সব   দুঃখ করুক সুখ,
           ধূলিপতিত দুর্বল চিত করহ জাগরূক।
               তিমিররাত্রি, অন্ধ যাত্রী,
           সমুখে তব দীপ্ত দীপ তুলিয়া ধর’ হে॥
                   ভুবনেশ্বর হে,
           মোচন কর’ স্বার্থপাশ মোচন কর’ হে।
               প্রভু,   বিরস বিকল প্রাণ,
               কর'   প্রেমসলিল দান,
           ক্ষতিপীড়িত শঙ্কিত চিত কর’ সম্পদবান।
               তিমিররাত্রি,   অন্ধ  যাত্রী,
           সমুখে তব দীপ্ত দীপ তুলিয়া ধর’ হে॥",2
"আমার  সত্য মিথ্যা সকলই ভুলায়ে দাও,
              আমায়   আনন্দে ভাসাও॥
      না চাহি তর্ক  না চাহি যুক্তি,   না জানি বন্ধ না জানিমুক্তি,
     তোমার   বিশ্বব্যাপিনী ইচ্ছা আমার অন্তরে জাগাও॥
             সকল বিশ্ব ডুবিয়া যাক শান্তিপাথারে,
                সব সুখ দুখ থামিয়া যাক হৃদয়মাঝারে।
            সকল বাক্য সকল শব্দ   সকল চেষ্টা হউক স্তব্ধ–
     তোমার   চিত্তজয়িনী বাণী আমার অন্তরে শুনাও॥",2
"ভয় হতে তব অভয়মাঝে   নূতন জনম দাও হে॥
       দীনতা হতে অক্ষয় ধনে,   সংশয় হতে সত্যসদনে,
       জড়তা হতে নবীন জীবনে   নূতন জনম দাও হে॥
       আমার ইচ্ছা হইতে, প্রভু,   তোমার ইচ্ছামাঝে–
       আমার স্বার্থ হইতে, প্রভু,   তব মঙ্গলকাজে–
       অনেক হইতে একের ডোরে,   সুখদুখ হতে শান্তিক্রোড়ে–
       আমা হতে, নাথ, তোমাতে মোরে   নূতন জনম দাও হে॥",2
"পাদপ্রান্তে রাখ’ সেবকে,
              শান্তিসদন সাধনধন দেবদেব হে॥
          সর্বলোকপরমশরণ,   সকলমোহকলুষহরণ,
          দুঃখতাপবিঘ্নতরণ,    শোকশান্তস্নিগ্ধচরণ,
              সত্যরূপ প্রেমরূপ হে,
              দেবমনুজবন্দিতপদ বিশ্বভূপ হে॥
          হৃদয়ানন্দ পূর্ণ ইন্দু,   তুমি অপার প্রেমসিন্ধু।
          যাচে তৃষিত অমিয়বিন্দু,   করুণালয় ভক্তবন্ধু
              প্রেমনেত্রে চাহ’ সেবকে,
              বিকশিতদল চিত্তকমল হৃদয়দেব হে॥
          পুণ্যজ্যোতিপূর্ণ গগন,   মধুর হেরি সকল ভুবন,
          সুধাগন্ধমুদিত পবন, ধ্বনিতগীত হৃদয়ভবন।
              এস’ এস’ শুন্য জীবনে,
              মিটাও আশ সব তিয়াষ অমৃতপ্লাবনে॥
          দেহ’ জ্ঞান, প্রেম দেহ’, শুষ্ক চিত্তে বরিষ স্নেহ।
          ধন্য হোক হৃদয় দেহ, পুণ্য হোক সকল গেহ।
              পাদপ্রান্তে রাখ’ সেবকে,
              শান্তিসদন সাধনধন দেবদেব হে॥",2
"বরিষ ধরা-মাঝে শান্তির বারি।
              শুষ্ক হৃদয় লয়ে   আছে দাঁড়াইয়ে
                 ঊধর্বমুখে নরনারী॥
              না থাকে অন্ধকার,   না থাকে মোহপাপ,
                 না থাকে শোকপরিতাপ।
              হৃদয় বিমল হোক,   প্রাণ সবল হোক,
                 বিঘ্ন দাও অপসারি॥
              কেন এ হিংসাদ্বেষ,  কেন এ ছদ্মবেশ,
                 কেন এ মান-অভিমান।
              বিতর’ বিতর’ প্রেম   পাষাণহৃদয়ে,
                 জয় জয় হোক তোমারি॥",2
"সার্থক কর’ সাধন,
        সান্ত্বন কর ধরিত্রীর বিরহাতুর কাঁদন
        প্রাণভরণ দৈন্যহরণ   অক্ষয়করুণাধন॥
               বিকশিতকর’ কলিকা,
        চম্পকবন করুক রচন নব কুসুমাঞ্জলিকা।
        কর’ সুন্দর গীতমুখর   নীরব আরাধন
               অক্ষয়করুণাধন॥
                চরণপরশহরষে
        লজ্জিত বনবীথিধূলি সজ্জিত তুমি কর’ সে।
                মোচন কর’ অন্তরতর
                  হিমজড়িমা-বাঁধন
                   অক্ষয়করুণাধন॥",2
"আমার মিলন লাগি তুমি   আসছ কবে থেকে!
       তোমার চন্দ্র সূর্য তোমায়  রাখবে কোথায় ঢেকে?।
       কতকালের সকাল-সাঁঝে  তোমার চরণধ্বনি বাজে,
       গোপনে দূত হৃদয়-মাঝে   গেছে আমায় ডেকে॥
       ওগো পথিক, আজকে আমার  সকল পরান ব্যেপে
       থেকে থেকে হরষ যেন   উঠছে কেঁপে কেঁপে।
       যেন সময় এসেছে আজ   ফুরালো মোর যা ছিল কাজ–
       বাতাস আসে, হে মহারাজ,  তোমার গন্ধ মেখে॥",2
"কোথায় আলো, কোথায় ওরে আলো!
           বিরহানলে জ্বালো রে তারে জ্বালো॥
     রয়েছে দীপ, না আছে শিখা,   এই কি ভালে ছিল রে লিখা–
           ইহার চেয়ে মরণ সে যে ভালো।
              বিরহানলে প্রদীপখানি জ্বালো॥
           বেদনাদূতী গাহিছে, ’ওরে প্রাণ,
           তোমার লাগি জাগেন ভগবান।
     নিশীথে  ঘন অন্ধকারে   ডাকেন তোরে প্রেমাভিসারে,
           দুঃখ দিয়ে রাখেন তোর মান।
              তোমার লাগি জাগেন ভগবান।’
           গগনতল গিয়েছে মেঘে ভরি,
           বাদলজল পড়িছে ঝরি ঝরি।
     এ ঘোর রাতে কিসের লাগি   পরান মম সহসা জাগি
           এমন কেন করিছে মরি মরি।
              বাদল-জল পড়িছে ঝরি ঝরি॥
           বিজুলি শুধু ক্ষণিক আভা হানে,
           নিবিড়তর তিমির চোখে আনে।
     জানি না কোথা অনেক দূরে   বাজিল গান গভীর সুরে,
           সকল প্রাণ টানিছে পথ পানে
              নিবিড়তর তিমির চোখে আনে॥
           কোথায় আলো, কোথায় ওরে আলো!
           বিরহানলে জ্বালো রে তারে জ্বালো।
     ডাকিছে মেঘ, হাঁকিছে হাওয়া,   সময় গেলে হবে না যাওয়া–
           নিবিড় নিশা নিকষঘনকালো।
              পরান দিয়ে প্রেমের দীপ জ্বালো॥",2
"তোরা   শুনিস নি কি শুনিস নি তার পায়ের ধ্বনি,
               ওই যে  আসে, আসে, আসে।
             যুগে যুগে পলে পলে দিন-রজনী
               সে যে  আসে, আসে, আসে॥
       গেয়েছি গান যখন যত   আপন মনে খ্যাপার মতো
             সকল সুরে বেজেছে তার আগমনী–
               সে যে  আসে, আসে, আসে॥
             কত কালের ফাগুন-দিনে বনের পথে
               সে যে  আসে, আসে, আসে।
             কত শ্রাবণ-অন্ধকারে মেঘের রথে
               সে যে  আসে, আসে, আসে।
       দুখের পরে পরম দুখে   তারি চরণ বাজে বুকে,
             সুখে কখন বুলিয়ে সে দেয় পরশমণি।
               সে যে  আসে, আসে, আসে॥",2
"হে অন্তরের ধন,
            তুমি যে বিরহী,তোমার শুন্য এ ভবন॥
       আমার ঘরে তোমায় আমি   একা রেখে দিলাম স্বামী–
            কোথায় যে বাহিরে আমি ঘুরি সকল ক্ষণ॥
                   হে অন্তরের ধন,
            এই বিরহে কাঁদে আমার নিখিল ভুবন।
       তোমার বাঁশি নানা সুরে   আমায় খুঁজে বেড়ায় দূরে,
            পাগল হল বসন্তের এই দখিন-সমীরণ॥",2
"তোমার পূজার   ছলে তোমায়   ভুলেই থাকি।
        বুঝতে নারি   কখন্‌ তুমি   দাও-যে ফাঁকি॥
        ফুলের মালা   দীপের আলো   ধূপের ধোঁওয়ার
        পিছন হতে   পাই নে সুযোগ   চরণ-ছোঁওয়ার,
        স্তবের বাণীর   আড়াল টানি   তোমায় ঢাকি॥
        দেখব ব’লে    এই আয়োজন  মিথ্যা রাখি,
        আছে তো মোর   তৃষা-কাতর   আপন আঁখি।
        কাজ কী আমার   মন্দিরেতে   আনাগোনায়–
        পাতব আসন   আপন মনের   একটি কোণায়,
        সরল প্রাণে   নীরব হয়ে   তোমায় ডাকি॥",2
"নীরবে আছ কেন বাহিরদুয়ারে–
            আঁধার লাগে চোখে, দেখি না তুহারে॥
               সময় হল জানি, নিকটে লবে টানি,
                 আমার তরীখানি ভাসাবে জুয়ারে॥
            সফল হোক প্রাণ এ শুভলগনে,
            সকল তারা তাই গাহুক গগনে।
               করো গো সচকিত আলোকে পুলকিত
                 স্বপননিমীলিত হৃদয়গুহারে॥",2
"তোমার আমার এই বিরহের অন্তরালে
        কত আর সেতু বাঁধি সুরে সুরে তালে তালে॥
            তবু যে পরানমাঝে গোপনে বেদনা বাজে–
            এবার সেবার কাজে ডেকে লও সন্ধ্যাকালে॥
        বিশ্ব হতে থাকি দূরে অন্তরের অন্ত:পুরে,
        চেতনা জড়ায়ে রহে   ভাবনার স্বপ্নজালে।
            দুঃখ সুখ আপনারই   সে বোঝা হয়েছে ভারী,
            যেন সে সঁপিতে পারি   চরম পূজার থালে॥",2
"নিশা-অবসানে কে দিল গোপনে আনি
        তোমার বিরহ-বেদনা-মানিকখানি॥
           সে ব্যথার দান রাখিব পরানমাঝে–
           হারায় না যেন জটিল দিনের কাজে,
               বুকে যেন দোলে সকল ভাবনা হানি॥
        চিরদুখ মম চিরসম্পদ হবে,
        চরম পূজায় হবে সার্থক কবে।
           স্বপনগহন নিবিড়তিমিরতলে
           বিহ্বল রাতে সে যেন গোপনে জ্বলে,
               সেই তো নীরব তব আহ্বানবাণী॥",2
"বিশ্ব যখন নিদ্রামগন, গগন অন্ধকার,
         কে দেয় আমার বীণার তারে এমন ঝঙ্কার॥
      নয়নে ঘুম নিল কেড়ে,   উঠে বসি শয়ন ছেড়ে–
             মেলে আঁখি চেয়ে থাকি, পাই নে দেখা তার॥
      গুঞ্জরিয়া গুঞ্জরিয়া প্রাণ উঠিল পূরে,
         জানি নে কোন্‌ বিপুল বাণী বাজে ব্যাকুল সুরে।
      কোন্‌ বেদনায় বুঝি না রে   হৃদয় ভরা অশ্রুভারে,
             পরিয়ে দিতে চাই কাহারে আপন কণ্ঠহার॥",2
"যে দিন   ফুটল কমল কিছুই জানি নাই,
                আমি ছিলেম অন্যমনে।
        আমার   সাজিয়ে সাজি তারে আনি নাই,
                সে যে রইল সঙ্গোপনে॥
             মাঝে মাঝে হিয়া আকুলপ্রায়
             স্বপন দেখে চমকে ঊঠে চায়,
             মন্দ মধুর গন্ধ আসে হায়
                কোথায়   দখিন-সমীরণে॥
        ওগো,  সেই সুগন্ধে ফিরায় উদাসিয়া
                আমায়   দেশে-দেশান্তে।
        যেন   সন্ধানে তার উঠে নিশ্বাসিয়া
                ভুবন   নবীন-বসন্তে।
              কে জানিত দূরে তো নেই সে,
              আমারি গো আমারি সেই যে,
              এ মাধুরী ফুটেছে হায় রে
                আমার   হৃদয়-উপবনে॥",2
"প্রভু,   তোমা লাগি আঁখি জাগে ;
                  দেখা নাই পাই
                    পথ চাই,
             সেও মনে ভালো লাগে॥
          ধূলাতে বসিয়া দ্বারে   ভিখারি হৃদয় হা রে
             তোমারি করুণা মাগে ;
                  কৃপা নাই পাই
                    শুধু চাই,
             সেও মনে ভালো লাগে॥
          আজি এ জগতমাঝে   কত সুখে কত কাজে
             চলে গেল সবে আগে ;
                 সাথি নাই পাই
                    তোমায় চাই,
             সেও মনে ভালো লাগে॥
          চারি দিকে সুধা-ভরা   ব্যাকুল শ্যামল ধরা
             কাঁদায় রে অনুরাগে ;
                 দেখা নাই পাই
                    ব্যথা পাই,
             সেও মনে ভলো লাগে॥",2
"যদি   তোমার দেখা না পাই, প্রভু, এবার এ জীবনে
     তবে  তোমায় আমি পাই নি যেন সে কথা রয় মনে।
     যেন   ভুলে না যাই, বেদনা পাই   শয়নে স্বপনে॥
                   এ সংসারের হাটে
          আমার   যতই দিবস কাটে,
          আমার   যতই দু হাত ভরে উঠে ধনে
     তবু  কিছুই আমি পাই নি যেন   সে কথা রয় মনে।
     যেন  ভুলে না যাই, বেদনা পাই   শয়নে স্বপনে॥
                   যদি আলসভরে
           আমি   বসি পথের ’পরে,
           যদি    ধূলায় শয়ন পাতি সযতনে,
     যেন  সকল পথই বাকি আছে সে কথা রয় মনে।
     যেন  ভুলে না যাই, বেদনা পাই   শয়নে স্বপনে॥
                   যতই উঠে হাসি,
           ঘরে   যতই বাজে বাঁশি,
           ওগো  যতই গৃহ সাজাই আয়োজনে,
     যেন  তোমায় ঘরে হয় নি আনা   সে কথা রয় মনে।
     যেন  ভুলে না যাই, বেদনা পাই   শয়নে স্বপনে॥",2
"হেরি অহরহ তোমারি বিরহ ভুবনে ভুবনে রাজে হে,
      কত রূপ ধরে কাননে ভূধরে আকাশে সাগরে সাজে হে॥
         সারা নিশি ধরি তারায় তারায় অনিমেষ চোখে নীরবে দাঁড়ায়,
             পল্লবদলে শ্রাবণধারায় তোমারি বিরহ বাজে হে॥
   ঘরে ঘরে আজি কত বেদনায়   তোমারি গভীর বিরহ ঘনায়
       কত প্রেমে হায়, কত বাসনায়, কত সুখে দুখে কাজে হে।
           সকল জীবন উদাস করিয়া   কত গানে সুরে গলিয়া ঝরিয়া
             তোমার বিরহ উঠিছে ভরিয়া আমার হিয়ার মাঝে হে॥",2
"আমার   গোধূলিলগন এল বুঝি কাছে গোধূলিলগন রে।
            বিবাহের রঙে রাঙা হয়ে আসে সোনার গগন রে।
     শেষ ক’রে দিল পাখি গান গাওয়া,   নদীর উপরে পড়ে এল হাওয়া ;
          ও পারের তীর, ভাঙা মন্দির আঁধারে মগন রে।
            আসিছে মধুর ঝিল্লিনূপুরে গোধূলিলগন রে॥
     আমার   দিন কেটে গেছে কখনো খেলায়, কখনো কত কী কাজে।
              
এখন কি শুনি পুরবীর সুরে কোন্‌ দূরে বাঁশি বাজে।
     বুঝি দেরি নাই, আসে বুঝি আসে, আলোকের আভা লেগেছে আকাশে–
          বেলাশেষে মোরে কে সাজাবে, ওরে, নবমিলনের সাজে!
              
সারা হল কাজ, মিছে কেন আজ ডাক মোরে আর কাজে॥
     আমি   জানি যে আমার হয়ে গেছে গণা গোধূলিলগন রে।
               ধূসর আলোকে মুদিবে নয়ন অস্তগগন রে।
     তখন এ ঘরে কে খুলিবে দ্বার,   কে লইবে টানি বাহু আমার,
           আমায় কে জানে কী মন্ত্রে গানে করিবে মগন রে–
               সব গান সেরে আসিবে যখন গোধূলিলগন রে॥",2
"নাই বা ডাকো রইব তোমার দ্বারে,
            মুখ ফিরালে ফিরব না এইবারে॥
               বসব তোমার পথের ধূলার ’পরে,
               এড়িয়ে আমায় চলবে কেমন করে–
               তোমার তরে যে জন গাঁথে মালা
                 গানের কুসুম জুগিয়ে দেব তারে॥
            রইব তোমার ফসল-খেতের কাছে
            যেথায় তোমার পায়ের চিহ্ন আছে।
               জেগে রব গভীর উপবাসে
               অন্ন তোমার আপনি যেথায় আসে–
               যেথায় তুমি লুকিয়ে প্রদীপ জ্বালো
                 বসে রব সেথায় অন্ধকারে॥",2
"সকাল-সাঁজে
                 ধায় যে ওরা নানা কাজে॥
           আমি কেবল বসে আছি,   আপন মনে কাঁটা বাছি
                পথের মাঝে   সকাল-সাঁজে॥
                      এ পথ বেয়ে
                   সে আসে, তাই আছি চেয়ে।
           কতই কাঁটা বাজে পায়ে,   কতই ধুলা লাগে গায়ে–
                   মরি লাজে    সকাল-সাঁজে॥",2
" জগত জুড়ে উদার সুরে আনন্দগান বাজে,
           সে গান কবে গভীর রবে বাজিবে হিয়া-মাঝে॥
        বাতাস জল আকাশ আলো  সবারে কবে বাসিব ভালো,
           হৃদয়সভা জুড়িয়া তারা বসিবে নানা সাজে॥
           নয়ন দুটি মেলিলে কবে পরান হবে খুশি,
           যে পথ দিয়া চলিয়া যাব সবারে যাব তুষি।
           রয়েছ তুমি এ কথা কবে  জীবনমাঝে সহজ হবে,
           আপনি কবে তোমারি নাম ধ্বনিবে সব কাজে॥",2
"কোন্‌ শুভখনে উদিবে নয়নে  অপরূপ রূপ-ইন্দু
          চিত্তকুসুমে ভরিয়া উঠিবে মধুময় রসবিন্দু॥
          নব নন্দনতানে   চিরবন্দনগানে
          উৎসববীণা মন্দমধুর   ঝঙ্কৃত হবে প্রাণে–
          নিখিলের পানে উথলি উঠিবে   উতলা চেতনাসিন্ধু।
          জাগিয়া রহিবে রাত্রি   নিবিড়মিলনদাত্রী,
          মুখরিয়া দিক চলিবে পথিক অমৃতসভার যাত্রী–
          গগনে ধ্বনিবে ‘নাথ নাথ বন্ধু বন্ধু বন্ধু’॥",2
" আজ   জ্যোৎস্নারাতে সবাই গেছে বনে
              বসন্তের এই মাতাল সমীরণে॥
        যাব না গো যাব না যে,   রইনু পড়ে ঘরের মাঝে–
              এই নিরালায় রব আপন কোণে।
                   যাব না এই মাতাল সমীরণে॥
              আমার এ ঘর বহু যতন ক’রে
                   ধুতে হবে মুছতে হবে মোরে।
        আমারে যে জাগতে হবে,   কী জানি সে আসবে কবে
              যদি আমায় পড়ে তাহার মনে
                   বসন্তের এই মাতাল সমীরণে॥",2
"তুমি   এ-পার ও-পার কর কে গো ওগো খেয়ার নেয়ে?
     আমি   ঘরের দ্বারে বসে বসে দেখি যে সব চেয়ে॥
           ভাঙিলে হাট দলে দলে   সবাই যাবে ঘরে চলে
           আমি তখন মনে ভাবি, আমিও যাই ধেয়ে॥
     দেখি   সন্ধ্যাবেলা ও পার-পানে তরণী যাও বেয়ে।
     দেখে   মন যে আমার কেমন করে,   ওঠে যে গান গেয়ে
                 ওগো খেয়ার নেয়ে॥
           কালো জলের কলকলে   আঁখি আমার ছলছলে,
           ও পার হতে সোনার আভা পরান ফেলে ছেয়ে।
     দেখি   তোমার মুখে কথাটি নাই ওগো খেয়ার নেয়ে–
     কী যে  তোমার চোখে লেখা আছে দেখি যে সব চেয়ে
                 ওগো খেয়ার নেয়ে।
           আমার মুখে ক্ষণতরে   যদি তোমার আঁখি পড়ে
           আমি তখন মনে ভাবি  আমিও যাই ধেয়ে
                 ওগো খেয়ার নেয়ে॥",2
"বেলা গেল তোমার পথ চেয়ে।
     শূন্য ঘাটে একা আমি, পার ক’রে লও খেয়ার নেয়ে॥
     ভেঙে এলেম খেলার বাঁশি,   চুকিয়ে এলেম কান্না হাসি,
         সন্ধ্যাবায়ে শ্রান্তকায়ে ঘুমে নয়ন আসে ছেয়ে॥
     ও পারেতে ঘরে ঘরে   সন্ধ্যাদীপ জ্বলিল রে,
         আরতির শঙ্খ বাজে সুদূর মন্দির-’পরে।
     এসো এসো শ্রান্তিহরা,   এসো শান্তি-সুপ্তি-ভরা,
         এসো এসো তুমি এসো, এসো তোমার তরী বেয়ে॥",2
"তোর     ভিতরে জাগিয়া কে যে,
            তারে     বাঁধনে রাখিলি বাঁধি।
            হায়      আলোর পিয়াসি সে যে
            তাই      গুমরি উঠিছে কাঁদি॥
            যদি       বাতাসে বহিল প্রাণ
            কেন      বীণায় বাজে না গান,
            যদি       গগনে জাগিল আলো
            কেন      নয়নে লাগিল আঁধি?।
            পাখি      নবপ্রভাতের বাণী
            দিল       কাননে কাননে আনি,
            ফুলে      নবজীবনের আশা
            কত      রঙে রঙে পায় ভাষা।
            হোথা      ফুরায়ে গিয়েছে রাতি,
            হেথা      জ্বলে নিশীথের বাতি–
            তোর      ভবনে ভুবনে কেন
            হেন       হয়ে গেল আধা-আধি?।",2
"তুমি     বাহির থেকে দিলে বিষম তাড়া।
            তাই     ভয়ে ঘোরায় দিক্‌বিদিকে,
                     শেষে অন্তরে পাই সাড়া॥
            যখন     হারাই বন্ধ ঘরের তালা–
            যখন     অন্ধ নয়ন, শ্রবণ কালা,
            তখন     অন্ধকারে লুকিয়ে দ্বারে
                      শিকলে দাও নাড়া॥
            যত      দুঃখ আমার দু:স্বপনে,
            সে যে    ঘুমের ঘোরেই আসে মনে–
                    ঠেলা দিয়ে মায়ার আবেশ
                      কর গো দেশছাড়া।
            আমি      আপন মনের মারেই মরি,
            শেষে     দশ জনারে দোষী করি–
            আমি      চোখ বুজে পথ পাই নে ব’লে
                    কেঁদে ভাসাই পাড়া॥",2
"এখনো গেল না আঁধার, এখনো রহিল বাধা।
          এখনো মরণব্রত জীবনে হল না সাধা॥
          কবে যে দুঃখজ্বালা   হবে রে বিজয়মালা,
          ঝলিবে অরুণরাগে নিশীথ রাতের কাঁদা॥
          এখনো নিজেরই ছায়া   রচিছে কত যে মায়া।
          এখনো কেন-যে মিছে   চাহিছে কেবলই পিছে,
          চকিতে বিজলি-আলো চোখেতে লাগালো ধাঁদা॥",2
" লক্ষ্মী যখন আসবে তখন কোথায় তারে দিবি রে ঠাঁই?
        দেখ্‌ রে চেয়ে আপন-পানে, পদ্মটি নাই, পদ্মটি নাই॥
     ফিরছে কেঁদে প্রভাতবাতাস,     আলোক যে তার ম্লান হতাশ,
        মুখে চেয়ে আকাশ তোরে শুধায় আজি নীরবে তাই॥
        কত গোপন আশা নিয়ে কোন্‌ সে গহন রাত্রিশেষে
        অগাধ জলের তলা হতে অমল কুঁড়ি উঠল ভেসে।
     হল না তার ফুটে ওঠা,   কখন ভেঙে পড়ল বোঁটা–
        মর্ত-কাছে স্বর্গ যা চায় সেই মাধুরী কোথা রে পাই॥",2
"যেতে যেতে চায় না যেতে, ফিরে ফিরে চায়–
         সবাই মিলে পথে চলা হল আমার দায় গো॥
      দুয়ার ধরে দাঁড়িয়ে থাকে–     দেয় না সাড়া হাজার ডাকে–
         বাঁধন এদের সাধনধন, ছিঁড়তে যে ভয় পায়॥
         আবেশভরে ধুলায় প’ড়ে কতই করে ছল,
         যখন বেলা যাবে চলে ফেলবে আঁখিজল।
      নাই ভরসা, নাই যে সাহস,     চিত্ত অবশ, চরণ অলস–
         লতার মতো জড়িয়ে ধরে আপন বেদনায়॥",2
"বেসুর বাজে রে,
        আর কোথা নয়, কেবল তোরই আপন-মাঝে রে॥
        মেলে না সুর এই প্রভাতে   আনন্দিত আলোর সাথে,
        সবারে সে আড়াল করে, মরি লাজে রে॥
               ওরে  থামা রে ঝঙ্কার।
        নীরব হয়ে দেখ্‌ রে চেয়ে, দেখ্ রে চারি ধার।
        তোরই হৃদয় ফুটে আছে  মধুর হয়ে ফুলের গাছে,
        নদীর ধারা ছুটেছে ওই তোরই কাজে রে॥",2
"আমার   কণ্ঠ তাঁরে ডাকে,
            তখন   হৃদয় কোথায় থাকে॥
      যখন    হৃদয় আসে ফিরে   আপন নীরব নীড়ে
      আমার   জীবন তখন কোন্‌ গহনে বেড়ায় কিসের পাকে॥
            যখন   মোহ আমায় ডাকে
            তখন   লজ্জা কোথায় থাকে!
      যখন    আনেন তমোহারী   আলোক-তরবারি
      তখন    পরান আমার কোন্‌ কোণে যে
                  লজ্জাতে মুখ ঢাকে॥",2
"দেবতা জেনে দূরে রই দাঁড়ায়ে,
                   আপন জেনে আদর করি নে।
            পিতা ব’লে প্রণাম করি পায়ে,
                   বন্ধু ব’লে দু হাত ধরি নে॥
            আপনি তুমি অতি সহজ প্রেমে
            আমার হয়ে যেথায় এলে নেমে
       সেথায় সুখে বুকের মধ্যে ধ’রে সঙ্গী ব'লে তোমায় বরি নে॥
            ভাই তুমি যে ভাইয়ের মাঝে, প্রভু ,
            তাদের পানে তাকাই না যে তবু–
       ভাইয়ের সাথে ভাগ ক’রে মোর ধন তোমার মুঠা কেন ভরি নে॥
            ছুটে এসে সবার সুখে দুখে
            দাঁড়াই নে তো তোমারি সম্মুখে,
       সঁপিঁয়ে প্রাণ ক্লান্তিবিহীন কাজে প্রাণসাগরে ঝাঁপিয়ে পড়ি নে॥",2
